Track_photon_ID	Energy_MeV	Wavelength_nm	Time_ns
284	6.98704	177.449	21.6778
283	6.91191	179.378	21.523
282	6.9594	178.153	16.1895
281	7.36645	168.309	20.6843
280	7.00916	176.889	16.6708
279	6.99072	177.355	19.8007
278	7.36389	168.368	19.5676
277	7.05529	175.732	16.1725
276	6.9619	178.09	21.0589
275	6.82701	181.608	20.7243
274	6.9366	178.739	21.6137
273	7.01557	176.727	17.3894
272	6.87416	180.363	16.0307
271	6.65565	186.284	20.03
270	7.00628	176.962	22.4034
269	6.90883	179.457	17.5346
268	7.09383	174.778	19.6227
267	6.85282	180.924	21.6397
266	7.39875	167.575	17.2821
265	6.98039	177.618	20.8462
264	7.37426	168.131	18.483
263	6.85328	180.912	19.2221
262	7.01777	176.672	16.4407
261	7.25668	170.855	21.9908
260	6.87796	180.263	20.6273
259	6.94329	178.567	20.4711
258	6.94269	178.582	21.6179
257	6.84517	181.127	19.8652
256	6.84965	181.008	20.7915
255	6.9757	177.737	21.0452
254	6.75299	183.599	16.7485
253	6.8124	181.998	21.089
252	6.90437	179.574	16.6304
251	6.85592	180.843	16.3934
250	6.88343	180.12	19.5444
249	6.90558	179.542	21.9485
248	6.8798	180.215	21.3762
247	6.99444	177.261	21.1155
246	7.0901	174.869	16.8398
245	6.89858	179.724	23.6172
244	6.7555	183.531	22.8396
243	7.34387	168.827	17.4163
242	7.0394	176.129	19.633
241	6.87004	180.471	16.5709
240	7.03669	176.197	21.8915
239	6.94948	178.408	16.7151
238	7.2765	170.39	18.1801
237	6.97438	177.771	21.3381
236	6.93129	178.876	18.4779
235	7.33361	169.063	15.951
234	7.08682	174.95	16.1548
233	6.92958	178.92	16.6913
232	7.02726	176.433	16.9729
231	7.0325	176.302	19.3312
230	7.36565	168.328	20.235
229	7.04432	176.006	20.6971
228	7.39251	167.716	16.2959
227	7.30683	169.683	16.43
226	7.00701	176.943	17.0488
225	6.99604	177.22	23.4974
224	7.3694	168.242	18.6286
223	7.03935	176.13	23.5
222	6.82268	181.724	19.2564
221	7.09302	174.798	18.4891
220	6.87203	180.419	16.9175
219	7.37434	168.129	20.7883
218	6.88918	179.969	16.1053
217	6.89712	179.762	19.6719
216	7.23056	171.473	21.7632
215	7.22272	171.659	16.6818
214	7.00621	176.963	16.478
213	7.3011	169.816	19.8221
212	7.01099	176.843	17.3983
211	7.32456	169.272	19.9355
210	7.03098	176.34	22.7175
209	6.8975	179.752	15.9286
208	6.94961	178.405	22.2971
207	6.90838	179.469	16.3801
206	6.82822	181.576	19.5485
205	7.0261	176.462	20.3079
204	7.06649	175.454	19.6774
203	7.3966	167.623	15.9825
202	7.36229	168.404	22.1351
201	6.91002	179.427	15.965
200	7.01754	176.678	16.1473
199	7.11916	174.156	16.5329
198	6.91678	179.251	16.2161
197	6.98252	177.564	20.8791
196	6.80778	182.121	18.9116
195	7.03632	176.206	16.3249
194	6.95844	178.178	16.3247
193	6.91903	179.193	15.9502
192	7.37254	168.17	21.0048
191	6.89344	179.858	16.0541
190	6.90041	179.677	19.7096
189	6.7706	183.121	19.8868
188	6.80224	182.27	19.2216
187	7.2606	170.763	17.2494
186	6.90145	179.649	16.2396
185	7.09661	174.709	20.1581
184	7.35944	168.47	21.8379
183	6.90762	179.489	18.3868
182	6.85758	180.799	16.4352
181	7.38214	167.952	19.335
180	7.08415	175.016	20.1178
179	6.97833	177.67	16.5032
178	7.32408	169.283	19.739
177	6.91686	179.249	21.5519
176	6.82455	181.674	15.8901
175	7.07407	175.266	19.9152
174	7.00517	176.99	16.8818
173	6.94206	178.598	16.0369
172	6.90864	179.463	21.431
171	6.92566	179.021	16.2685
170	6.84722	181.072	16.3308
169	6.92681	178.992	18.5521
168	7.34978	168.691	23.8709
544	7.33524	169.025	16.2301
543	7.37711	168.066	19.6771
542	7.34629	168.771	21.6498
541	6.94669	178.48	16.3074
540	7.21506	171.841	22.904
539	6.91494	179.299	16.0856
538	7.34714	168.752	18.6182
537	6.97859	177.664	16.183
536	7.21284	171.894	22.4453
535	6.70166	185.005	21.4923
534	7.37681	168.073	16.6894
533	6.90541	179.546	16.1498
532	7.38813	167.815	16.366
531	6.95967	178.147	17.2602
530	7.05497	175.74	19.8614
529	6.94492	178.525	20.4321
528	6.87019	180.467	21.6364
527	6.99349	177.285	20.7353
526	7.30856	169.642	16.624
525	6.98229	177.569	16.274
524	6.94566	178.506	15.9122
523	6.82282	181.72	20.9694
522	6.87023	180.466	23.411
521	7.07022	175.361	19.0891
520	7.23182	171.443	18.2411
519	6.90111	179.658	16.8924
518	6.99766	177.18	20.5428
517	6.86513	180.6	16.1191
516	6.92024	179.162	20.5304
515	6.97806	177.677	16.472
514	7.3815	167.966	22.1339
513	6.9801	177.625	16.4893
512	6.83513	181.393	16.7782
511	6.91053	179.413	16.1844
510	6.97624	177.724	20.3586
509	6.956	178.241	16.1247
508	6.96449	178.023	21.139
507	6.9756	177.74	18.6594
506	6.7386	183.991	22.4558
505	6.97753	177.691	21.26
504	7.08286	175.048	20.544
503	7.30948	169.621	16.5336
502	7.07042	175.356	18.9011
501	6.91367	179.332	22.8528
500	7.03486	176.243	16.1331
499	6.90265	179.618	17.7961
498	6.88159	180.168	21.3462
497	6.90579	179.536	16.3189
496	6.84972	181.006	21.7944
495	7.01741	176.681	15.9695
494	6.84292	181.186	15.9822
493	6.87498	180.341	15.9543
492	7.04258	176.049	21.5442
491	7.36737	168.288	18.3944
490	6.81895	181.823	16.1072
489	6.94089	178.629	17.6956
488	7.20559	172.067	16.0805
487	6.76068	183.39	20.9232
486	7.00312	177.041	17.0729
485	7.09942	174.64	21.3504
484	7.38347	167.921	20.417
483	6.81578	181.908	20.5909
482	7.28216	170.257	21.4412
481	7.26267	170.714	18.5012
480	7.38671	167.848	16.3926
479	6.96098	178.113	17.18
478	6.97621	177.724	22.8105
477	6.74381	183.849	16.3286
476	6.93959	178.662	23.0192
475	7.31251	169.551	16.2505
474	6.71162	184.731	16.7076
473	6.93504	178.779	15.9737
472	7.0997	174.633	19.3572
471	6.84469	181.139	22.1465
470	6.94211	178.597	21.033
469	6.90111	179.658	15.9366
468	6.74462	183.827	20.5249
467	6.96505	178.009	16.3688
466	6.95824	178.183	19.2271
465	7.3839	167.912	18.7411
464	6.9809	177.605	16.6976
463	7.0447	175.996	15.9157
462	6.93431	178.798	19.3978
461	6.92074	179.149	16.8505
460	7.33311	169.074	21.5412
459	6.84905	181.024	19.8468
458	7.3165	169.458	18.9822
457	6.9767	177.712	24.4411
456	7.25331	170.935	16.1239
455	6.94814	178.442	17.1402
454	6.81698	181.875	16.6285
453	6.9673	177.952	17.7793
452	6.8827	180.139	16.7251
451	6.81072	182.043	21.8451
450	6.99168	177.331	20.552
449	7.03783	176.168	16.1157
448	6.98264	177.561	19.7297
447	6.90168	179.644	20.5644
446	6.99813	177.168	23.8482
445	6.99096	177.349	15.9909
444	6.79218	182.54	20.9311
443	6.95229	178.336	16.7312
442	6.89202	179.895	17.6988
441	6.96419	178.031	16.6428
440	6.91876	179.2	16.2905
439	6.89132	179.914	16.824
438	7.30177	169.8	16.3766
437	6.95616	178.236	18.7778
436	7.20932	171.978	17.6677
435	6.81528	181.921	19.7384
434	7.01718	176.687	20.4843
433	7.06383	175.52	16.4149
432	6.99338	177.288	17.2647
431	6.71405	184.664	21.3329
430	7.31055	169.596	17.0406
429	7.07387	175.271	21.5888
428	7.34586	168.781	22.0277
427	6.876	180.314	19.1662
426	6.88241	180.147	17.3275
425	7.36927	168.245	21.7711
424	6.94224	178.594	21.4236
423	7.30293	169.773	18.4446
422	6.93581	178.76	18.9113
421	6.92757	178.972	24.0462
420	7.09127	174.841	16.4879
419	7.21241	171.904	18.6568
418	7.36879	168.256	16.0367
417	6.85423	180.887	15.9696
416	6.82972	181.536	23.8659
415	7.29627	169.928	22.3706
414	6.76911	183.162	23.3024
413	6.97357	177.792	20.5006
412	6.99578	177.227	16.3459
411	6.99896	177.146	22.5655
410	6.92313	179.087	22.6485
409	6.91917	179.189	16.7754
408	7.09357	174.784	16.4491
407	6.892	179.896	21.9991
406	7.07952	175.131	16.8892
405	6.93292	178.834	16.6693
404	7.33965	168.924	19.3223
403	6.96427	178.029	18.1334
402	7.09074	174.854	24.9672
401	6.84816	181.047	21.8362
400	6.80638	182.159	21.0024
399	6.96064	178.122	20.6209
721	7.31841	169.414	16.076
720	6.9986	177.156	17.2789
719	7.30195	169.796	20.8413
718	6.88742	180.016	17.0399
717	7.054	175.764	16.243
716	6.82352	181.701	21.3445
715	7.38093	167.979	16.8922
714	7.31935	169.392	23.2197
713	6.95997	178.139	16.6351
712	6.99812	177.168	17.7443
711	7.33917	168.935	16.8702
710	7.03312	176.286	17.4195
709	7.22582	171.585	16.9698
708	6.80266	182.258	20.5984
707	6.9432	178.569	19.7031
706	7.38458	167.896	22.2462
705	7.29649	169.923	19.8441
704	6.95179	178.349	20.6836
703	7.03247	176.302	16.8058
702	7.33662	168.994	26.9218
701	7.38564	167.872	16.3262
700	7.09272	174.805	17.8775
699	7.03358	176.275	19.2062
698	6.98978	177.379	22.7585
697	7.33519	169.027	19.1519
696	6.91412	179.32	19.7257
695	6.90819	179.474	18.3755
694	6.91376	179.33	22.6879
693	7.34943	168.699	19.3014
692	7.05747	175.678	20.4207
691	6.85823	180.782	19.7709
690	6.9099	179.43	16.1015
689	7.32168	169.339	20.3185
688	6.96417	178.032	20.1629
687	7.32071	169.361	20.9699
686	6.9017	179.643	20.7911
685	7.02273	176.547	16.8556
684	6.9144	179.313	16.0054
683	6.92576	179.019	17.2249
682	7.08156	175.08	23.0972
681	7.05208	175.812	20.6586
680	6.86621	180.571	19.6853
679	6.96214	178.083	16.6805
678	7.03633	176.206	20.8225
677	6.81473	181.936	20.5257
676	6.95329	178.31	16.2746
675	7.20079	172.181	21.9074
674	7.30813	169.652	17.6922
673	7.3348	169.036	16.8497
672	6.96167	178.096	17.8289
671	7.04275	176.045	20.3579
670	6.99676	177.202	16.5707
669	6.85795	180.789	20.3848
668	6.71208	184.718	19.4568
667	6.9888	177.404	19.3486
666	6.94515	178.519	22.0555
665	6.96531	178.002	22.4705
664	7.04322	176.033	19.8949
663	7.37042	168.219	21.3061
662	6.97933	177.645	17.5635
661	7.02659	176.45	21.1898
660	6.777	182.949	21.8535
659	6.73044	184.214	23.996
658	6.9918	177.328	16.4572
657	6.96719	177.954	23.0396
656	6.9293	178.928	18.8535
655	6.88951	179.961	23.0071
654	7.28194	170.263	20.8775
653	6.8787	180.244	18.2122
652	6.91805	179.218	21.9102
651	6.99224	177.317	16.8756
650	6.94911	178.417	16.1365
649	6.80944	182.077	16.8279
648	7.00233	177.061	16.6411
647	7.00001	177.12	20.9429
646	6.83272	181.457	17.9063
645	6.97673	177.711	20.7217
644	7.36347	168.378	16.2805
643	6.95979	178.144	16.8411
642	6.8214	181.758	19.5868
641	6.92304	179.089	16.6699
640	6.90504	179.556	24.1395
639	7.07167	175.325	21.3545
638	6.92546	179.027	18.4685
637	7.37582	168.096	20.8582
636	6.85124	180.966	18.5362
635	7.39152	167.739	21.4656
634	6.99638	177.212	21.1168
633	6.9886	177.409	18.5643
632	6.91165	179.384	16.5447
631	6.88538	180.069	17.6747
630	6.86254	180.668	18.8683
629	7.05995	175.616	17.9039
628	6.94881	178.425	18.0572
627	7.36978	168.233	17.1238
984	7.02506	176.488	17.1036
983	6.91744	179.234	21.1412
982	6.85764	180.797	22.0985
981	6.91708	179.243	16.4251
980	6.9418	178.605	18.7647
979	6.85254	180.932	20.4909
978	7.308	169.655	17.7273
977	6.99982	177.125	17.9284
976	7.04963	175.873	22.2962
975	6.95785	178.193	23.2028
974	6.81902	181.821	21.1406
973	6.92327	179.083	16.5862
972	7.05313	175.786	20.8677
971	6.96538	178.001	20.4902
970	7.34717	168.751	16.3871
969	7.00994	176.869	16.3909
968	7.04269	176.047	16.8235
967	7.32615	169.235	16.9422
966	6.87694	180.29	16.332
965	6.93567	178.763	16.6008
964	6.84596	181.106	17.6658
963	6.8345	181.409	19.8199
962	6.99162	177.333	21.2343
961	6.90927	179.446	20.7439
960	6.95924	178.158	20.8387
959	7.04053	176.101	16.4859
958	6.99247	177.311	16.4486
957	6.80081	182.308	22.8904
956	6.92315	179.086	16.1121
955	6.95018	178.39	19.7336
954	7.00022	177.115	22.098
953	7.32647	169.228	18.6298
952	6.89582	179.796	19.3246
951	6.95649	178.228	16.1017
950	6.83065	181.512	16.0967
949	7.27987	170.311	18.9127
948	6.81217	182.004	19.0712
947	6.93144	178.872	16.5973
946	7.02472	176.497	19.0935
945	7.35353	168.605	16.2736
944	6.80981	182.067	17.0643
943	7.25535	170.887	16.8402
942	7.03645	176.203	20.8578
941	6.91519	179.293	22.3093
940	7.00053	177.107	20.4645
939	6.87142	180.435	16.6375
938	7.33043	169.136	17.9547
937	6.88364	180.114	17.5841
936	6.93391	178.809	23.452
935	6.92798	178.962	15.9528
934	6.98251	177.564	17.4624
933	6.93544	178.769	20.0435
932	7.2126	171.899	18.3716
931	6.94522	178.517	21.5498
930	7.07927	175.137	16.456
929	7.09127	174.841	16.928
928	6.93399	178.806	22.3781
927	7.2213	171.692	16.0372
926	6.98172	177.584	20.7028
925	6.78516	182.729	21.8895
924	6.97343	177.795	18.6133
923	6.97365	177.79	21.1475
922	7.08773	174.928	19.5981
921	6.90772	179.486	22.5646
920	6.96368	178.044	16.3748
919	7.09008	174.87	20.6128
918	7.34618	168.774	18.2881
917	6.96697	177.96	18.8363
916	7.0324	176.304	20.8261
915	6.96212	178.084	20.3158
914	7.08295	175.046	17.234
913	6.92806	178.96	16.6858
912	6.93849	178.691	18.6225
911	6.97779	177.684	16.5053
910	6.92244	179.105	16.0973
909	6.97571	177.737	16.7863
908	7.02727	176.433	20.0815
907	7.00775	176.924	16.3753
906	6.9343	178.798	23.2498
905	6.86442	180.618	16.271
904	6.92145	179.13	16.591
903	6.87866	180.245	20.3426
902	6.88138	180.173	16.0895
901	7.30988	169.612	19.1002
900	7.09191	174.825	19.8669
899	7.04461	175.999	17.0316
898	7.33332	169.07	20.5231
897	7.38416	167.906	24.2756
896	7.35175	168.646	19.5009
895	7.00676	176.949	16.7702
894	6.8119	182.011	17.0038
893	6.9335	178.819	16.3909
892	7.36696	168.298	21.5088
891	7.04045	176.103	17.421
890	7.39537	167.651	21.9724
889	6.9465	178.484	21.9538
888	6.91732	179.237	16.0563
887	7.04486	175.992	19.3738
886	7.09489	174.751	18.128
885	6.81571	181.91	16.496
884	7.28631	170.16	17.4386
883	7.32653	169.226	24.4866
882	6.9313	178.876	16.1893
881	6.91379	179.329	19.0318
880	7.00728	176.936	18.5447
879	6.86766	180.533	18.2137
878	7.00029	177.113	19.6702
877	7.31799	169.424	18.0693
876	7.04032	176.106	20.5368
875	6.74596	183.79	18.636
874	6.92632	179.004	16.3951
873	7.37887	168.026	21.4794
872	7.30569	169.709	16.4331
871	7.35692	168.527	22.1756
870	7.08041	175.109	22.817
869	6.97409	177.778	19.5876
868	6.95721	178.21	22.377
867	7.04675	175.945	16.3874
866	6.91209	179.373	16.2702
865	6.91542	179.286	22.8733
864	7.20963	171.97	22.8269
863	6.85399	180.894	18.6788
862	6.79869	182.365	22.2352
861	6.95352	178.304	19.2833
860	7.03113	176.336	18.2887
859	6.88498	180.079	19.5298
858	6.92074	179.149	19.8276
857	7.2563	170.864	19.3592
856	7.04107	176.087	20.091
855	7.26617	170.632	23.4125
854	7.38133	167.97	21.688
853	7.01417	176.762	21.9309
852	6.8173	181.867	17.9116
851	7.36922	168.246	21.2055
850	6.96054	178.124	19.1523
849	6.9267	178.995	19.3337
848	6.86139	180.698	16.811
847	7.31391	169.518	17.6426
846	6.82572	181.643	16.9571
845	7.10508	174.501	22.6679
844	7.35945	168.469	16.1233
843	7.32466	169.27	21.7622
842	6.93892	178.679	16.7864
841	6.89982	179.692	24.6356
840	7.08308	175.043	16.0422
839	7.07356	175.278	18.557
838	7.30283	169.775	18.6605
837	6.9007	179.669	17.4338
836	7.37248	168.172	22.8059
835	7.08478	175.001	22.7263
834	7.05627	175.708	17.0599
833	6.9862	177.47	18.9186
832	7.03528	176.232	21.9983
831	7.03471	176.246	16.1833
830	7.06773	175.423	21.9066
829	7.29579	169.939	20.2132
828	6.96069	178.121	19.6421
827	7.05134	175.831	16.939
826	6.82965	181.538	17.3908
825	6.8192	181.816	19.67
824	6.88796	180.001	17.8907
823	6.97606	177.728	18.5767
822	7.31747	169.436	16.2402
1173	7.07689	175.196	22.3479
1172	6.95693	178.217	16.5718
1171	7.39029	167.766	23.0098
1170	6.91078	179.407	16.2472
1169	6.92025	179.161	21.139
1168	6.9172	179.24	19.5692
1167	6.9865	177.462	24.1144
1166	6.82337	181.705	18.875
1165	6.91775	179.226	22.3645
1164	7.08079	175.099	16.9263
1163	7.29293	170.006	18.8444
1162	6.90192	179.637	20.2299
1161	6.99825	177.165	22.4665
1160	7.08846	174.91	16.5952
1159	6.96937	177.899	16.6329
1158	6.81173	182.016	16.6641
1157	6.93398	178.807	15.9707
1156	6.94863	178.43	16.6699
1155	6.82791	181.584	23.6321
1154	6.95562	178.251	21.8844
1153	6.81892	181.824	18.5302
1152	7.02263	176.55	22.428
1151	7.05102	175.839	18.9041
1150	7.06886	175.395	17.5153
1149	6.94039	178.642	18.5885
1148	6.91299	179.35	18.6171
1147	7.01416	176.763	19.1428
1146	6.9649	178.013	16.1973
1145	7.34678	168.76	21.5059
1144	6.96743	177.948	18.8063
1143	7.38197	167.955	20.2364
1142	6.98636	177.466	18.6967
1141	6.96312	178.058	16.3005
1140	7.07658	175.204	21.1384
1139	7.3183	169.417	22.1809
1138	7.39008	167.771	17.2696
1137	6.75416	183.567	20.2503
1136	7.31244	169.552	16.8865
1135	7.08271	175.052	18.6411
1134	7.09518	174.744	16.0263
1133	6.97634	177.721	21.6805
1132	6.85335	180.91	17.9636
1131	7.27137	170.51	16.8404
1130	7.01424	176.761	16.4683
1129	6.87757	180.273	20.3951
1128	7.04635	175.955	18.9655
1127	7.06082	175.594	18.0026
1126	6.90355	179.595	24.1219
1125	6.99239	177.313	18.1912
1124	7.03993	176.116	21.6872
1123	6.74215	183.894	23.6764
1122	6.95237	178.334	16.0202
1121	6.77891	182.897	21.8377
1120	6.91328	179.342	16.6933
1119	6.99021	177.368	19.4486
1118	7.08537	174.986	16.2846
1117	7.0016	177.08	16.9051
1116	6.83763	181.326	16.5234
1115	7.02587	176.468	20.814
1114	6.92676	178.993	19.5725
1113	7.07413	175.264	17.4083
1112	6.93226	178.851	21.7088
1111	7.04396	176.015	16.4739
1110	7.0783	175.161	17.6825
1109	6.85247	180.934	17.1331
1108	7.05776	175.671	21.3532
1107	6.92795	178.962	18.2315
1106	6.98165	177.586	20.9795
1105	6.96487	178.014	21.8524
1104	7.0443	176.006	18.6159
1103	7.08098	175.095	16.2943
1102	7.02414	176.511	16.3014
1101	6.88343	180.12	21.7777
1100	7.35737	168.517	21.0315
1099	7.03716	176.185	21.872
1098	6.98232	177.569	22.7195
1097	7.07932	175.136	20.0052
1096	7.3897	167.78	19.4589
1095	7.01472	176.749	20.7949
1094	6.85953	180.747	17.7519
1093	7.35856	168.49	18.8381
1092	7.38019	167.996	17.8402
1091	7.23875	171.278	23.0249
1090	6.93391	178.809	16.0997
1089	6.89018	179.943	16.6229
1088	6.87021	180.466	17.8327
1087	7.05405	175.763	18.2896
1086	7.09015	174.868	20.8972
1085	6.98565	177.484	18.8011
1084	6.9266	178.997	21.0463
1083	6.92542	179.028	20.9648
1082	6.80751	182.129	22.0891
1081	6.92776	178.967	19.1592
1080	7.38848	167.807	22.437
1079	7.33366	169.062	20.712
1078	7.07985	175.123	18.5152
1414	6.99867	177.154	21.6785
1413	6.83281	181.454	18.5066
1412	7.08524	174.99	22.3404
1411	7.23223	171.433	22.4724
1410	7.31646	169.459	22.6392
1409	6.98848	177.412	21.1444
1408	7.09287	174.801	16.6561
1407	6.81056	182.047	17.238
1406	7.24382	171.159	16.6263
1405	7.0255	176.477	20.947
1404	6.9222	179.111	16.9235
1403	6.93963	178.661	18.1597
1402	6.98405	177.525	22.8486
1401	7.0442	176.009	21.5851
1400	6.96882	177.913	17.8676
1399	6.87056	180.457	16.3272
1398	6.96828	177.927	23.5382
1397	7.03348	176.277	19.5965
1396	7.04583	175.968	19.0839
1395	6.822	181.742	22.5881
1394	6.84159	181.221	19.0513
1393	7.03139	176.329	23.2605
1392	6.99098	177.349	18.25
1391	7.05734	175.681	19.1902
1390	6.93425	178.8	21.972
1389	7.0884	174.911	18.8201
1388	7.08315	175.041	19.4429
1387	7.30823	169.65	19.4488
1386	6.91115	179.397	17.0399
1385	6.90072	179.668	19.728
1384	6.97482	177.76	18.8265
1383	7.07827	175.162	21.3723
1382	6.91811	179.217	20.0245
1381	6.94755	178.457	20.4614
1380	6.9129	179.352	17.4791
1379	7.3282	169.188	19.344
1378	6.90542	179.546	16.0883
1377	6.92383	179.069	19.1583
1376	6.98075	177.609	22.906
1375	7.33119	169.119	16.6482
1374	7.0428	176.044	21.418
1373	6.84806	181.05	20.8011
1372	7.24262	171.187	21.783
1371	6.80784	182.12	17.3419
1370	6.83486	181.4	21.5595
1369	7.21523	171.837	21.295
1368	6.99977	177.126	21.7974
1367	6.98985	177.377	18.8324
1366	6.90829	179.472	16.1787
1365	7.35052	168.674	20.4976
1364	6.92752	178.974	23.1789
1363	7.3508	168.668	17.8098
1362	6.77553	182.988	16.4544
1361	7.07575	175.224	18.941
1360	7.33519	169.026	20.7419
1359	6.93546	178.768	17.0304
1358	6.92899	178.935	23.0228
1357	7.01174	176.824	21.8695
1356	6.90444	179.572	16.0067
1355	6.83585	181.374	17.7472
1354	6.87808	180.26	18.6228
1353	6.77823	182.915	20.516
1352	6.93843	178.692	22.0822
1351	7.34461	168.81	16.6369
1350	7.3992	167.564	18.6704
1349	6.95148	178.357	19.9324
1348	6.97109	177.855	18.1348
1347	7.36243	168.401	19.09
1346	6.86843	180.513	16.2679
1345	7.08394	175.022	16.5225
1344	6.96139	178.103	16.3559
1343	7.39106	167.749	17.3469
1342	6.89326	179.863	18.6375
1341	6.91752	179.232	16.24
1340	6.99736	177.187	20.3643
1339	6.82405	181.687	18.3022
1338	7.04238	176.054	20.7481
1337	7.07342	175.282	20.8969
1336	6.80276	182.256	20.1909
1335	7.00287	177.048	19.2072
1334	6.95618	178.236	18.4566
1333	6.8759	180.317	20.2855
1332	6.87803	180.261	21.3528
1331	7.2699	170.545	19.8845
1330	7.08225	175.063	21.9627
1329	6.82346	181.703	16.4546
1328	7.32635	169.23	16.7571
1327	7.04054	176.1	18.1918
1326	7.31526	169.487	22.1836
1325	6.90584	179.535	22.4883
1324	6.92839	178.951	17.7945
1323	6.93333	178.823	20.4615
1322	7.07488	175.246	20.9026
1321	6.9113	179.394	19.5662
1320	7.34906	168.708	16.6071
1319	7.03512	176.236	17.2623
1318	7.01334	176.783	19.6914
1317	7.16782	172.973	21.7165
1316	7.07145	175.331	16.6239
1315	7.3816	167.964	19.6899
1314	7.36803	168.273	18.3483
1313	7.26424	170.677	16.4402
1312	6.95486	178.27	24.6582
1311	6.80412	182.219	20.3211
1310	6.86933	180.49	16.9517
1309	7.08359	175.03	16.9507
1308	6.81601	181.902	19.8047
1307	6.99151	177.335	22.083
1306	7.05711	175.687	16.2873
1305	7.02627	176.458	23.4337
1304	6.97335	177.797	16.6254
1303	6.94854	178.432	16.0181
1302	6.96366	178.045	22.5632
1301	7.01226	176.811	16.8476
1300	6.92219	179.111	16.5431
1299	6.98476	177.507	23.2072
1298	6.81221	182.003	17.8833
1297	6.87723	180.282	17.2784
1296	6.97747	177.692	21.0228
1295	6.83533	181.387	16.1004
1294	7.09067	174.855	19.6216
1293	7.36108	168.432	20.7177
1292	7.35893	168.481	20.535
1291	7.35616	168.545	16.6749
1290	7.31055	169.596	16.9896
1289	6.87644	180.303	19.898
1288	7.20846	171.998	22.9953
1632	6.91313	179.346	20.6351
1631	6.96467	178.019	19.9858
1630	6.81131	182.027	21.8925
1629	6.95838	178.18	16.1288
1628	6.99159	177.333	23.2177
1627	7.09812	174.672	18.1244
1626	7.35201	168.64	17.8803
1625	6.97997	177.628	17.4482
1624	6.80471	182.203	18.309
1623	7.0657	175.473	17.2719
1622	6.87953	180.222	19.1404
1621	7.03995	176.115	21.9681
1620	7.29468	169.965	20.3896
1619	7.36899	168.251	16.3401
1618	7.06357	175.526	22.3259
1617	6.88076	180.19	20.752
1616	6.91041	179.417	23.5883
1615	6.84501	181.131	23.1486
1614	6.90828	179.472	23.3314
1613	6.88541	180.068	22.1579
1612	6.90248	179.623	21.3729
1611	6.90366	179.592	23.3687
1610	6.90901	179.453	21.5775
1609	6.82093	181.77	17.6041
1608	7.04054	176.1	16.5994
1607	6.8418	181.216	16.4396
1606	6.94293	178.576	17.7037
1605	6.8925	179.883	17.3318
1604	6.96397	178.037	16.5957
1603	6.72517	184.359	20.3656
1602	7.36723	168.291	16.3454
1601	6.91022	179.422	22.2769
1600	7.07558	175.228	16.2563
1599	7.06712	175.438	16.4105
1598	7.08697	174.947	18.5136
1597	7.34701	168.755	17.6014
1596	7.3119	169.565	19.4188
1595	6.83055	181.514	22.6418
1594	6.97445	177.769	21.005
1593	6.89315	179.866	20.9722
1592	6.93151	178.87	18.0883
1591	6.93708	178.727	21.3569
1590	6.99844	177.16	16.5481
1589	7.34272	168.853	20.6304
1588	7.07219	175.312	21.8565
1587	6.96414	178.032	16.4455
1586	6.94059	178.636	16.2613
1585	6.98133	177.594	19.9184
1584	7.35827	168.496	21.7504
1583	7.32702	169.215	20.1941
1582	6.92696	178.988	21.6662
1581	7.04738	175.93	19.9527
1580	7.28773	170.127	19.2059
1579	7.0086	176.903	16.6719
1578	6.91484	179.302	18.193
1577	6.89604	179.791	16.0607
1576	6.91833	179.211	16.4281
1575	7.02017	176.611	16.8109
1574	6.90555	179.543	21.5831
1573	6.91922	179.188	17.7454
1572	6.98542	177.49	16.5931
1571	7.37053	168.216	21.0063
1570	7.05366	175.773	20.6146
1569	6.97021	177.877	21.8222
1568	7.03482	176.244	21.4394
1567	6.95768	178.198	17.5313
1566	7.38468	167.894	21.3675
1565	6.84241	181.2	16.5079
1564	7.06408	175.514	16.9367
1563	7.24061	171.234	20.618
1562	6.86347	180.644	16.7702
1561	6.93035	178.9	18.9979
1560	7.37275	168.166	17.5044
1559	6.99636	177.212	17.5007
1558	6.91258	179.36	20.3434
1557	7.20731	172.026	17.1425
1556	7.09803	174.674	21.9575
1555	7.04637	175.955	16.6815
1554	7.34301	168.847	19.9081
1553	7.39694	167.616	21.9624
1552	7.0868	174.951	19.4227
1551	6.92668	178.995	21.6041
1550	6.97282	177.811	19.5143
1549	7.22223	171.67	16.0256
1548	6.99632	177.213	19.5929
1547	7.04231	176.056	17.4042
1546	6.98053	177.614	22.026
1545	7.08154	175.081	16.7914
1544	7.26265	170.715	16.5897
1543	6.91383	179.328	19.6321
1542	7.38071	167.984	17.1016
1541	7.32629	169.232	16.2198
1540	7.31502	169.493	18.6708
1539	6.9938	177.277	21.0974
1538	6.71927	184.52	16.5205
1537	6.98767	177.433	18.8812
1536	6.88439	180.095	22.8734
1535	6.93118	178.879	16.4074
1534	7.30012	169.839	20.5733
1533	7.20612	172.054	16.2721
1532	7.00439	177.009	19.2857
1531	7.08491	174.998	21.2921
1530	7.31035	169.601	19.6089
1529	7.3797	168.007	16.201
1528	7.04738	175.93	18.6347
1527	6.9931	177.295	19.2263
1526	6.92231	179.108	19.2666
1525	6.93935	178.668	19.6561
1524	6.74861	183.718	19.746
1523	6.99956	177.132	19.7727
1522	7.35326	168.611	17.2509
1521	7.00042	177.11	19.6997
1520	7.38985	167.776	18.386
